Date;Package Name;Country;Current Device Installs;Daily Device Installs;Daily Device Uninstalls;Daily Device Upgrades;Current User Installs;Total User Installs;Daily User Installs;Daily User Uninstalls
01.03.2016;com.ichi2.anki;AD;20;0;0;0;16;33;0;0
01.03.2016;com.ichi2.anki;AE;1199;2;1;0;1035;2848;2;1
01.03.2016;com.ichi2.anki;AF;108;0;1;0;91;249;0;1
01.03.2016;com.ichi2.anki;AG;39;0;0;0;28;68;0;0
01.03.2016;com.ichi2.anki;AI;2;0;0;0;1;7;0;0
01.03.2016;com.ichi2.anki;AL;89;1;0;0;78;299;1;0
01.03.2016;com.ichi2.anki;AM;102;0;0;0;96;374;0;0
01.03.2016;com.ichi2.anki;AN;53;0;0;0;44;91;0;0
01.03.2016;com.ichi2.anki;AO;58;0;0;0;50;156;0;0
01.03.2016;com.ichi2.anki;AR;1358;7;6;0;1181;4446;6;6
01.03.2016;com.ichi2.anki;AS;4;0;0;0;2;4;0;0
01.03.2016;com.ichi2.anki;AT;12474;38;19;10;10016;20542;27;18
01.03.2016;com.ichi2.anki;AU;20340;47;20;7;16533;33140;39;16
01.03.2016;com.ichi2.anki;AW;18;0;0;0;16;60;0;0
01.03.2016;com.ichi2.anki;AX;1;0;0;0;1;1;0;0
01.03.2016;com.ichi2.anki;AZ;266;3;1;0;255;1016;2;1
01.03.2016;com.ichi2.anki;BA;266;0;2;0;239;1108;0;2
01.03.2016;com.ichi2.anki;BB;30;0;1;0;29;91;0;1
01.03.2016;com.ichi2.anki;BD;321;1;0;0;289;1186;1;0
01.03.2016;com.ichi2.anki;BE;5091;17;7;3;4227;9637;12;6
01.03.2016;com.ichi2.anki;BF;21;1;0;0;17;71;0;0
01.03.2016;com.ichi2.anki;BG;1101;2;2;0;990;2508;2;2
01.03.2016;com.ichi2.anki;BH;157;0;0;0;133;380;0;0
01.03.2016;com.ichi2.anki;BI;5;0;0;0;5;14;0;0
01.03.2016;com.ichi2.anki;BJ;21;0;0;0;17;82;0;0
01.03.2016;com.ichi2.anki;BM;19;0;0;0;13;29;0;0
01.03.2016;com.ichi2.anki;BN;60;0;0;0;55;192;0;0
01.03.2016;com.ichi2.anki;BO;265;3;0;0;235;717;3;0
01.03.2016;com.ichi2.anki;BR;34731;526;223;32;31428;85757;498;219
01.03.2016;com.ichi2.anki;BS;63;0;0;0;52;135;0;0
01.03.2016;com.ichi2.anki;BT;7;0;0;0;6;26;0;0
01.03.2016;com.ichi2.anki;BW;23;0;0;0;16;64;0;0
01.03.2016;com.ichi2.anki;BY;2371;10;6;1;2141;6098;9;5
01.03.2016;com.ichi2.anki;BZ;31;0;0;0;27;65;0;0
01.03.2016;com.ichi2.anki;CA;21927;49;31;10;18348;40325;36;28
01.03.2016;com.ichi2.anki;CD;39;0;0;0;26;97;0;0
01.03.2016;com.ichi2.anki;CF;1;0;0;0;1;1;0;0
01.03.2016;com.ichi2.anki;CG;13;0;0;0;11;34;0;0
01.03.2016;com.ichi2.anki;CH;12906;36;16;6;10246;22355;25;13
01.03.2016;com.ichi2.anki;CI;63;2;0;0;53;215;2;0
01.03.2016;com.ichi2.anki;CK;1;0;0;0;0;4;0;0
01.03.2016;com.ichi2.anki;CL;1181;3;3;0;1007;3294;2;2
01.03.2016;com.ichi2.anki;CM;44;0;1;0;39;145;0;0
01.03.2016;com.ichi2.anki;CN;6460;14;9;3;5183;13401;9;8
01.03.2016;com.ichi2.anki;CO;1887;10;5;0;1674;6276;6;5
01.03.2016;com.ichi2.anki;CR;410;1;1;1;345;1122;1;1
01.03.2016;com.ichi2.anki;CU;32;0;0;0;21;41;0;0
01.03.2016;com.ichi2.anki;CV;11;0;0;0;10;26;0;0
01.03.2016;com.ichi2.anki;CW;16;0;0;0;14;23;0;0
01.03.2016;com.ichi2.anki;CY;176;1;0;0;154;448;0;0
01.03.2016;com.ichi2.anki;CZ;9818;32;23;3;8366;19239;31;18
01.03.2016;com.ichi2.anki;DE;90943;237;158;25;75498;178822;168;138
01.03.2016;com.ichi2.anki;DJ;11;0;0;0;10;30;0;0
01.03.2016;com.ichi2.anki;DK;2287;7;4;2;1876;4105;5;3
01.03.2016;com.ichi2.anki;DM;45;0;0;0;34;63;0;0
01.03.2016;com.ichi2.anki;DO;357;0;1;2;300;910;0;1
01.03.2016;com.ichi2.anki;DZ;403;3;2;0;367;1745;3;1
01.03.2016;com.ichi2.anki;EC;312;2;2;0;273;944;2;2
01.03.2016;com.ichi2.anki;EE;922;4;1;0;786;2011;2;1
01.03.2016;com.ichi2.anki;EG;1751;6;4;0;1615;5108;5;4
01.03.2016;com.ichi2.anki;ER;0;0;0;0;0;0;0;0
01.03.2016;com.ichi2.anki;ES;15985;46;43;8;13489;35612;35;35
01.03.2016;com.ichi2.anki;ET;120;0;0;0;107;238;0;0
01.03.2016;com.ichi2.anki;FI;4159;7;4;3;3421;6575;5;3
01.03.2016;com.ichi2.anki;FJ;20;0;0;0;18;54;0;0
01.03.2016;com.ichi2.anki;FM;5;0;0;0;4;5;0;0
01.03.2016;com.ichi2.anki;FO;11;0;0;0;8;22;0;0
01.03.2016;com.ichi2.anki;FR;26053;88;49;16;22298;44853;73;44
01.03.2016;com.ichi2.anki;GA;3;0;0;0;3;42;0;0
01.03.2016;com.ichi2.anki;GB;37092;74;56;10;30390;70705;56;51
01.03.2016;com.ichi2.anki;GD;89;0;0;0;72;118;0;0
01.03.2016;com.ichi2.anki;GE;218;0;0;0;188;542;0;0
01.03.2016;com.ichi2.anki;GF;11;0;0;0;11;23;0;0
01.03.2016;com.ichi2.anki;GG;6;0;0;0;4;12;0;0
01.03.2016;com.ichi2.anki;GH;171;0;1;0;149;465;0;1
01.03.2016;com.ichi2.anki;GI;10;0;0;0;8;23;0;0
01.03.2016;com.ichi2.anki;GL;7;0;0;0;6;9;0;0
01.03.2016;com.ichi2.anki;GM;16;0;0;0;12;43;0;0
01.03.2016;com.ichi2.anki;GN;14;0;0;0;12;51;0;0
01.03.2016;com.ichi2.anki;GP;119;2;1;0;101;238;2;1
01.03.2016;com.ichi2.anki;GQ;8;0;0;0;5;17;0;0
01.03.2016;com.ichi2.anki;GR;937;9;6;1;810;2209;8;6
01.03.2016;com.ichi2.anki;GT;265;1;0;0;223;644;1;0
01.03.2016;com.ichi2.anki;GU;27;0;0;0;23;65;0;0
01.03.2016;com.ichi2.anki;GW;1;0;0;0;1;5;0;0
01.03.2016;com.ichi2.anki;GY;36;0;0;0;31;77;0;0
01.03.2016;com.ichi2.anki;HK;3739;11;6;3;3092;8917;8;5
01.03.2016;com.ichi2.anki;HN;71;0;1;0;68;293;0;1
01.03.2016;com.ichi2.anki;HR;844;1;2;1;729;1930;1;2
01.03.2016;com.ichi2.anki;HT;20;0;0;0;17;61;0;0
01.03.2016;com.ichi2.anki;HU;11587;39;29;5;10043;26146;31;24
01.03.2016;com.ichi2.anki;ID;2603;11;14;1;2301;7215;8;14
01.03.2016;com.ichi2.anki;IE;3138;9;5;1;2628;6340;6;2
01.03.2016;com.ichi2.anki;IL;3756;13;5;0;3245;7940;11;4
01.03.2016;com.ichi2.anki;IM;6;0;0;0;5;18;0;0
01.03.2016;com.ichi2.anki;IN;6576;32;29;3;5980;26804;30;28
01.03.2016;com.ichi2.anki;IO;1;0;0;0;1;1;0;0
01.03.2016;com.ichi2.anki;IQ;241;2;3;0;223;1002;1;3
01.03.2016;com.ichi2.anki;IR;6775;22;16;5;6104;12009;20;15
01.03.2016;com.ichi2.anki;IS;314;1;2;0;260;578;1;2
01.03.2016;com.ichi2.anki;IT;11944;46;35;3;10325;29819;36;33
01.03.2016;com.ichi2.anki;JE;9;0;0;0;7;24;0;0
01.03.2016;com.ichi2.anki;JM;278;1;3;0;244;826;0;2
01.03.2016;com.ichi2.anki;JO;503;1;1;0;451;1273;1;1
01.03.2016;com.ichi2.anki;JP;54183;74;67;20;45295;137460;53;59
01.03.2016;com.ichi2.anki;KE;206;1;0;0;176;628;1;0
01.03.2016;com.ichi2.anki;KG;307;1;1;0;296;1269;1;1
01.03.2016;com.ichi2.anki;KH;318;1;0;0;266;674;1;0
01.03.2016;com.ichi2.anki;KI;4;0;0;0;1;1;0;0
01.03.2016;com.ichi2.anki;KM;11;0;0;0;11;20;0;0
01.03.2016;com.ichi2.anki;KN;24;0;0;0;22;35;0;0
01.03.2016;com.ichi2.anki;KR;13211;32;22;7;11367;34256;24;15
01.03.2016;com.ichi2.anki;KW;271;1;1;0;228;673;0;1
01.03.2016;com.ichi2.anki;KY;12;0;0;0;12;29;0;0
01.03.2016;com.ichi2.anki;KZ;3036;71;37;0;2900;8537;68;35
01.03.2016;com.ichi2.anki;LA;74;1;0;0;61;160;1;0
01.03.2016;com.ichi2.anki;LB;256;3;1;0;237;693;2;1
01.03.2016;com.ichi2.anki;LC;9;0;0;0;8;25;0;0
01.03.2016;com.ichi2.anki;LI;20;0;0;0;15;47;0;0
01.03.2016;com.ichi2.anki;LK;248;1;2;0;222;661;0;2
01.03.2016;com.ichi2.anki;LR;8;0;0;0;7;15;0;0
01.03.2016;com.ichi2.anki;LS;7;0;1;0;6;12;0;1
01.03.2016;com.ichi2.anki;LT;1007;2;1;0;888;2295;0;1
01.03.2016;com.ichi2.anki;LU;358;3;1;0;284;575;2;0
01.03.2016;com.ichi2.anki;LV;767;3;1;2;653;1579;2;1
01.03.2016;com.ichi2.anki;LY;125;0;2;0;117;321;0;2
01.03.2016;com.ichi2.anki;MA;768;2;5;0;700;3379;2;4
01.03.2016;com.ichi2.anki;MC;2;0;0;0;1;5;0;0
01.03.2016;com.ichi2.anki;MD;302;0;2;0;276;941;0;2
01.03.2016;com.ichi2.anki;ME;92;2;0;0;82;228;2;0
01.03.2016;com.ichi2.anki;MF;6;0;0;0;5;8;0;0
01.03.2016;com.ichi2.anki;MG;54;0;0;0;48;138;0;0
01.03.2016;com.ichi2.anki;MH;3;0;0;0;3;6;0;0
01.03.2016;com.ichi2.anki;MK;138;1;0;0;122;430;1;0
01.03.2016;com.ichi2.anki;ML;18;0;0;0;12;76;0;0
01.03.2016;com.ichi2.anki;MM;268;0;0;0;226;474;0;0
01.03.2016;com.ichi2.anki;MN;174;2;3;0;162;648;2;3
01.03.2016;com.ichi2.anki;MO;120;0;0;0;107;353;0;0
01.03.2016;com.ichi2.anki;MP;8;0;0;0;6;19;0;0
01.03.2016;com.ichi2.anki;MQ;27;0;0;0;21;51;0;0
01.03.2016;com.ichi2.anki;MR;10;0;1;0;9;39;0;0
01.03.2016;com.ichi2.anki;MS;1;0;0;0;0;3;0;0
01.03.2016;com.ichi2.anki;MT;133;0;0;0;121;345;0;0
01.03.2016;com.ichi2.anki;MU;93;0;0;0;77;262;0;0
01.03.2016;com.ichi2.anki;MV;44;0;0;0;41;119;0;0
01.03.2016;com.ichi2.anki;MW;28;0;0;0;20;42;0;0
01.03.2016;com.ichi2.anki;MX;3859;11;8;1;3384;11577;9;9
01.03.2016;com.ichi2.anki;MY;2300;7;6;1;2024;7052;5;6
01.03.2016;com.ichi2.anki;MZ;47;0;0;0;42;127;0;0
01.03.2016;com.ichi2.anki;NA;33;1;0;0;28;94;1;0
01.03.2016;com.ichi2.anki;NC;41;0;0;0;36;64;0;0
01.03.2016;com.ichi2.anki;NE;10;0;0;0;8;35;0;0
01.03.2016;com.ichi2.anki;NG;422;1;0;0;378;1018;1;0
01.03.2016;com.ichi2.anki;NI;102;0;1;0;84;251;0;1
01.03.2016;com.ichi2.anki;NL;7962;23;20;2;6728;16164;19;17
01.03.2016;com.ichi2.anki;NO;4415;9;1;2;3560;6726;6;1
01.03.2016;com.ichi2.anki;NP;310;0;1;0;283;1044;0;1
01.03.2016;com.ichi2.anki;NZ;3459;20;7;3;2909;6713;17;7
01.03.2016;com.ichi2.anki;OM;288;0;0;0;263;786;0;0
01.03.2016;com.ichi2.anki;PA;229;0;1;0;202;574;0;1
01.03.2016;com.ichi2.anki;PE;833;4;3;1;720;2337;3;3
01.03.2016;com.ichi2.anki;PF;30;1;0;0;25;68;1;0
01.03.2016;com.ichi2.anki;PG;45;0;0;0;33;62;0;0
01.03.2016;com.ichi2.anki;PH;3945;14;14;4;3485;11307;9;12
01.03.2016;com.ichi2.anki;PK;1019;5;10;0;964;3823;5;9
01.03.2016;com.ichi2.anki;PL;29450;87;53;24;25440;58728;70;52
01.03.2016;com.ichi2.anki;PM;1;0;0;0;1;4;0;0
01.03.2016;com.ichi2.anki;PR;150;0;0;0;122;438;0;0
01.03.2016;com.ichi2.anki;PS;19;0;1;0;18;97;0;0
01.03.2016;com.ichi2.anki;PT;1462;5;2;0;1273;3709;6;2
01.03.2016;com.ichi2.anki;PW;5;0;0;0;4;7;0;0
01.03.2016;com.ichi2.anki;PY;131;0;1;0;116;460;0;1
01.03.2016;com.ichi2.anki;QA;308;0;1;0;259;710;0;1
01.03.2016;com.ichi2.anki;RE;150;1;0;0;126;292;0;0
01.03.2016;com.ichi2.anki;RO;1715;7;6;0;1482;4599;5;5
01.03.2016;com.ichi2.anki;RS;1101;7;1;1;995;3131;7;1
01.03.2016;com.ichi2.anki;RU;32587;121;97;26;28661;80189;107;86
01.03.2016;com.ichi2.anki;RW;54;0;0;0;43;88;0;0
01.03.2016;com.ichi2.anki;SA;2094;8;6;2;1945;5850;7;6
01.03.2016;com.ichi2.anki;SB;5;0;0;0;4;5;0;0
01.03.2016;com.ichi2.anki;SC;13;0;0;0;13;23;0;0
01.03.2016;com.ichi2.anki;SD;53;0;1;0;46;109;0;0
01.03.2016;com.ichi2.anki;SE;8397;11;10;8;6869;13525;7;9
01.03.2016;com.ichi2.anki;SG;4068;5;8;2;3397;8350;4;6
01.03.2016;com.ichi2.anki;SH;1;0;0;0;1;2;0;0
01.03.2016;com.ichi2.anki;SI;897;2;3;1;775;1864;1;3
01.03.2016;com.ichi2.anki;SJ;2;0;0;0;2;2;0;0
01.03.2016;com.ichi2.anki;SK;1790;7;3;1;1545;3492;6;3
01.03.2016;com.ichi2.anki;SL;12;0;0;0;10;24;0;0
01.03.2016;com.ichi2.anki;SM;1;0;0;0;1;3;0;0
01.03.2016;com.ichi2.anki;SN;52;1;0;0;43;225;1;0
01.03.2016;com.ichi2.anki;SO;13;0;0;0;12;47;0;0
01.03.2016;com.ichi2.anki;SR;21;0;0;0;16;64;0;0
01.03.2016;com.ichi2.anki;SS;8;0;0;0;8;14;0;0
01.03.2016;com.ichi2.anki;ST;3;0;0;0;3;4;0;0
01.03.2016;com.ichi2.anki;SV;123;1;0;0;109;398;1;0
01.03.2016;com.ichi2.anki;SX;27;0;0;0;22;31;0;0
01.03.2016;com.ichi2.anki;SY;25;0;0;0;23;66;0;0
01.03.2016;com.ichi2.anki;SZ;12;0;1;0;9;13;0;1
01.03.2016;com.ichi2.anki;TC;0;0;0;0;0;2;0;0
01.03.2016;com.ichi2.anki;TD;7;0;0;0;5;16;0;0
01.03.2016;com.ichi2.anki;TG;9;0;0;0;7;47;0;0
01.03.2016;com.ichi2.anki;TH;4121;6;10;1;3567;10723;5;9
01.03.2016;com.ichi2.anki;TJ;77;0;0;0;67;245;0;0
01.03.2016;com.ichi2.anki;TL;22;0;0;0;18;31;0;0
01.03.2016;com.ichi2.anki;TM;34;0;0;0;34;109;0;0
01.03.2016;com.ichi2.anki;TN;182;1;0;0;161;642;1;0
01.03.2016;com.ichi2.anki;TO;4;0;0;0;3;4;0;0
01.03.2016;com.ichi2.anki;TR;4146;30;21;6;3766;14543;29;21
01.03.2016;com.ichi2.anki;TT;178;1;2;0;162;502;1;1
01.03.2016;com.ichi2.anki;TW;16706;53;37;18;14709;44863;40;37
01.03.2016;com.ichi2.anki;TZ;140;1;0;0;117;296;1;0
01.03.2016;com.ichi2.anki;UA;9949;36;40;10;8936;27282;37;38
01.03.2016;com.ichi2.anki;UG;66;0;0;0;56;166;0;0
01.03.2016;com.ichi2.anki;US;183508;333;174;57;146069;348353;222;152
01.03.2016;com.ichi2.anki;UY;167;1;0;1;142;422;1;0
01.03.2016;com.ichi2.anki;UZ;328;3;1;0;307;1041;1;1
01.03.2016;com.ichi2.anki;VC;30;1;0;0;21;45;1;0
01.03.2016;com.ichi2.anki;VE;505;3;2;0;443;1524;2;2
01.03.2016;com.ichi2.anki;VG;0;0;0;0;0;4;0;0
01.03.2016;com.ichi2.anki;VI;5;0;0;0;5;9;0;0
01.03.2016;com.ichi2.anki;VN;6636;38;41;6;6161;22531;32;40
01.03.2016;com.ichi2.anki;VU;4;0;0;0;4;8;0;0
01.03.2016;com.ichi2.anki;WS;9;0;0;0;8;12;0;0
01.03.2016;com.ichi2.anki;YE;114;1;1;0;106;320;1;1
01.03.2016;com.ichi2.anki;YT;5;0;0;0;5;11;0;0
01.03.2016;com.ichi2.anki;ZA;2113;9;6;0;1791;4472;5;6
01.03.2016;com.ichi2.anki;ZM;45;0;0;0;35;104;0;0
01.03.2016;com.ichi2.anki;ZW;70;0;0;0;61;210;0;0
01.03.2016;com.ichi2.anki;;401;1;0;0;314;997;1;0
01.03.2016;com.ichi2.anki;;0;0;0;0;0;237103;1;2
02.03.2016;com.ichi2.anki;AD;20;0;0;0;16;33;0;0
02.03.2016;com.ichi2.anki;AE;1202;1;2;0;1038;2848;1;1
02.03.2016;com.ichi2.anki;AF;107;0;0;0;90;248;0;0
02.03.2016;com.ichi2.anki;AG;39;0;0;0;29;69;0;0
02.03.2016;com.ichi2.anki;AI;2;0;0;0;1;7;0;0
02.03.2016;com.ichi2.anki;AL;89;0;0;0;78;297;0;0
02.03.2016;com.ichi2.anki;AM;103;1;0;0;97;374;1;0
02.03.2016;com.ichi2.anki;AN;53;0;0;0;44;91;0;0
02.03.2016;com.ichi2.anki;AO;57;0;1;0;49;157;0;1
02.03.2016;com.ichi2.anki;AR;1351;1;5;1;1175;4439;0;5
02.03.2016;com.ichi2.anki;AS;4;0;0;0;2;4;0;0
02.03.2016;com.ichi2.anki;AT;12493;26;16;10;10028;20572;19;10
02.03.2016;com.ichi2.anki;AU;20374;52;23;11;16567;33184;47;18
02.03.2016;com.ichi2.anki;AW;18;0;0;0;16;62;0;0
02.03.2016;com.ichi2.anki;AX;1;0;0;0;1;1;0;0
02.03.2016;com.ichi2.anki;AZ;266;2;1;1;254;1016;1;1
02.03.2016;com.ichi2.anki;BA;268;0;0;0;240;1110;1;0
02.03.2016;com.ichi2.anki;BB;31;0;0;0;30;92;0;0
02.03.2016;com.ichi2.anki;BD;325;2;0;0;293;1191;2;0
02.03.2016;com.ichi2.anki;BE;5103;9;6;2;4243;9659;8;6
02.03.2016;com.ichi2.anki;BF;21;0;0;0;17;71;0;0
02.03.2016;com.ichi2.anki;BG;1091;0;4;0;981;2504;0;4
02.03.2016;com.ichi2.anki;BH;157;1;0;0;133;382;1;0
02.03.2016;com.ichi2.anki;BI;5;0;0;0;5;14;0;0
02.03.2016;com.ichi2.anki;BJ;22;0;0;0;18;83;0;0
02.03.2016;com.ichi2.anki;BM;20;1;0;0;14;30;1;0
02.03.2016;com.ichi2.anki;BN;59;0;1;0;54;192;0;1
02.03.2016;com.ichi2.anki;BO;266;2;3;0;237;720;2;3
02.03.2016;com.ichi2.anki;BR;35206;670;231;23;31891;86381;628;226
02.03.2016;com.ichi2.anki;BS;63;0;0;0;52;135;0;0
02.03.2016;com.ichi2.anki;BT;7;0;0;0;6;26;0;0
02.03.2016;com.ichi2.anki;BW;22;0;0;0;15;64;0;0
02.03.2016;com.ichi2.anki;BY;2376;11;6;1;2145;6106;9;4
02.03.2016;com.ichi2.anki;BZ;30;0;0;0;26;64;0;0
02.03.2016;com.ichi2.anki;CA;21946;55;29;5;18368;40364;44;26
02.03.2016;com.ichi2.anki;CD;39;0;0;0;26;99;0;0
02.03.2016;com.ichi2.anki;CF;1;0;0;0;1;1;0;0
02.03.2016;com.ichi2.anki;CG;14;0;0;0;12;35;0;0
02.03.2016;com.ichi2.anki;CH;12915;30;18;4;10250;22373;22;16
02.03.2016;com.ichi2.anki;CI;64;1;0;0;54;217;1;0
02.03.2016;com.ichi2.anki;CK;1;0;0;0;0;4;0;0
02.03.2016;com.ichi2.anki;CL;1187;6;2;0;1013;3304;5;2
02.03.2016;com.ichi2.anki;CM;44;0;0;1;38;144;0;0
02.03.2016;com.ichi2.anki;CN;6464;6;5;2;5184;13410;3;5
02.03.2016;com.ichi2.anki;CO;1887;13;4;4;1675;6282;11;3
02.03.2016;com.ichi2.anki;CR;411;1;1;0;346;1123;1;1
02.03.2016;com.ichi2.anki;CU;33;0;0;0;22;42;0;0
02.03.2016;com.ichi2.anki;CV;11;0;0;0;10;25;0;0
02.03.2016;com.ichi2.anki;CW;16;0;0;0;14;23;0;0
02.03.2016;com.ichi2.anki;CY;176;0;0;0;154;448;0;0
02.03.2016;com.ichi2.anki;CZ;9834;27;16;4;8376;19248;20;16
02.03.2016;com.ichi2.anki;DE;91034;228;150;35;75576;178952;169;117
02.03.2016;com.ichi2.anki;DJ;11;0;0;0;10;29;0;0
02.03.2016;com.ichi2.anki;DK;2284;8;2;1;1878;4112;7;2
02.03.2016;com.ichi2.anki;DM;45;0;0;0;34;63;0;0
02.03.2016;com.ichi2.anki;DO;355;1;2;0;298;912;1;2
02.03.2016;com.ichi2.anki;DZ;403;2;0;0;367;1744;2;0
02.03.2016;com.ichi2.anki;EC;314;0;0;0;274;949;0;0
02.03.2016;com.ichi2.anki;EE;923;2;1;1;787;2013;2;1
02.03.2016;com.ichi2.anki;EG;1745;6;9;1;1607;5109;3;9
02.03.2016;com.ichi2.anki;ER;0;0;0;0;0;0;0;0
02.03.2016;com.ichi2.anki;ES;16005;42;38;7;13499;35636;31;33
02.03.2016;com.ichi2.anki;ET;120;0;0;0;107;238;0;0
02.03.2016;com.ichi2.anki;FI;4193;32;7;8;3456;6613;28;6
02.03.2016;com.ichi2.anki;FJ;20;0;0;0;18;54;0;0
02.03.2016;com.ichi2.anki;FM;5;0;0;0;4;5;0;0
02.03.2016;com.ichi2.anki;FO;11;0;0;0;8;22;0;0
02.03.2016;com.ichi2.anki;FR;26124;85;42;13;22361;44945;71;38
02.03.2016;com.ichi2.anki;GA;3;0;0;0;3;42;0;0
02.03.2016;com.ichi2.anki;GB;37115;73;69;18;30400;70750;51;57
02.03.2016;com.ichi2.anki;GD;91;0;0;0;73;118;0;0
02.03.2016;com.ichi2.anki;GE;217;1;0;0;188;543;1;0
02.03.2016;com.ichi2.anki;GF;11;0;0;0;11;23;0;0
02.03.2016;com.ichi2.anki;GG;7;0;0;0;5;13;0;0
02.03.2016;com.ichi2.anki;GH;173;1;1;0;150;466;1;1
02.03.2016;com.ichi2.anki;GI;10;0;0;0;8;23;0;0
02.03.2016;com.ichi2.anki;GL;7;0;0;0;6;9;0;0
02.03.2016;com.ichi2.anki;GM;15;0;0;0;11;42;0;0
02.03.2016;com.ichi2.anki;GN;14;0;0;0;12;51;0;0
02.03.2016;com.ichi2.anki;GP;117;0;0;0;99;237;0;0
02.03.2016;com.ichi2.anki;GQ;8;0;0;0;5;17;0;0
02.03.2016;com.ichi2.anki;GR;938;5;4;1;809;2214;5;4
02.03.2016;com.ichi2.anki;GT;267;2;1;0;225;648;2;1
02.03.2016;com.ichi2.anki;GU;27;0;0;0;23;65;0;0
02.03.2016;com.ichi2.anki;GW;1;0;0;0;1;5;0;0
02.03.2016;com.ichi2.anki;GY;36;0;0;0;31;77;0;0
02.03.2016;com.ichi2.anki;HK;3746;12;5;0;3096;8923;7;4
02.03.2016;com.ichi2.anki;HN;71;0;0;0;68;292;0;0
02.03.2016;com.ichi2.anki;HR;849;2;1;0;734;1935;2;1
02.03.2016;com.ichi2.anki;HT;20;0;0;0;17;61;0;0
02.03.2016;com.ichi2.anki;HU;11625;39;19;3;10072;26184;29;17
02.03.2016;com.ichi2.anki;ID;2607;5;3;1;2305;7221;3;3
02.03.2016;com.ichi2.anki;IE;3143;10;4;2;2635;6359;9;3
02.03.2016;com.ichi2.anki;IL;3758;8;6;0;3246;7946;7;5
02.03.2016;com.ichi2.anki;IM;6;0;0;0;5;18;0;0
02.03.2016;com.ichi2.anki;IN;6571;30;24;8;5977;26820;28;24
02.03.2016;com.ichi2.anki;IO;1;0;0;0;1;1;0;0
02.03.2016;com.ichi2.anki;IQ;236;0;2;1;218;996;0;2
02.03.2016;com.ichi2.anki;IR;6806;20;6;6;6128;12034;16;6
02.03.2016;com.ichi2.anki;IS;314;0;1;0;260;578;0;0
02.03.2016;com.ichi2.anki;IT;11964;42;31;11;10338;29857;35;29
02.03.2016;com.ichi2.anki;JE;9;0;0;0;7;24;0;0
02.03.2016;com.ichi2.anki;JM;277;1;1;0;243;826;1;1
02.03.2016;com.ichi2.anki;JO;503;3;2;1;452;1275;3;2
02.03.2016;com.ichi2.anki;JP;54231;94;70;18;45341;137540;74;55
02.03.2016;com.ichi2.anki;KE;207;1;1;0;178;632;1;1
02.03.2016;com.ichi2.anki;KG;304;1;2;0;292;1269;1;2
02.03.2016;com.ichi2.anki;KH;317;1;0;0;264;669;1;0
02.03.2016;com.ichi2.anki;KI;4;0;0;0;2;2;0;0
02.03.2016;com.ichi2.anki;KM;11;0;0;0;11;20;0;0
02.03.2016;com.ichi2.anki;KN;24;0;0;0;22;35;0;0
02.03.2016;com.ichi2.anki;KR;13207;27;18;9;11367;34276;18;16
02.03.2016;com.ichi2.anki;KW;270;0;1;0;227;674;0;1
02.03.2016;com.ichi2.anki;KY;12;0;0;0;12;29;0;0
02.03.2016;com.ichi2.anki;KZ;3068;62;29;1;2934;8596;62;30
02.03.2016;com.ichi2.anki;LA;77;0;0;0;64;159;0;0
02.03.2016;com.ichi2.anki;LB;256;1;0;0;237;693;1;0
02.03.2016;com.ichi2.anki;LC;9;0;0;0;8;25;0;0
02.03.2016;com.ichi2.anki;LI;22;0;0;0;17;49;0;0
02.03.2016;com.ichi2.anki;LK;245;0;1;0;219;657;0;1
02.03.2016;com.ichi2.anki;LR;8;0;0;0;7;16;0;0
02.03.2016;com.ichi2.anki;LS;7;0;0;0;6;12;0;0
02.03.2016;com.ichi2.anki;LT;1014;4;1;0;894;2300;3;1
02.03.2016;com.ichi2.anki;LU;356;2;3;1;283;577;1;3
02.03.2016;com.ichi2.anki;LV;766;6;1;1;655;1582;6;1
02.03.2016;com.ichi2.anki;LY;124;0;1;0;116;321;0;1
02.03.2016;com.ichi2.anki;MA;780;7;3;1;711;3386;7;3
02.03.2016;com.ichi2.anki;MC;3;0;0;0;2;6;0;0
02.03.2016;com.ichi2.anki;MD;299;1;3;0;273;941;1;3
02.03.2016;com.ichi2.anki;ME;93;0;0;0;83;229;0;0
02.03.2016;com.ichi2.anki;MF;6;0;0;0;5;8;0;0
02.03.2016;com.ichi2.anki;MG;53;0;0;0;47;138;0;0
02.03.2016;com.ichi2.anki;MH;3;0;0;0;3;6;0;0
02.03.2016;com.ichi2.anki;MK;137;0;0;0;120;428;0;0
02.03.2016;com.ichi2.anki;ML;18;0;0;0;12;76;0;0
02.03.2016;com.ichi2.anki;MM;269;0;0;0;227;474;0;0
02.03.2016;com.ichi2.anki;MN;171;0;4;0;159;648;0;4
02.03.2016;com.ichi2.anki;MO;123;1;0;0;110;355;1;0
02.03.2016;com.ichi2.anki;MP;8;0;0;0;6;19;0;0
02.03.2016;com.ichi2.anki;MQ;26;0;0;0;20;49;0;0
02.03.2016;com.ichi2.anki;MR;9;0;0;0;8;38;0;0
02.03.2016;com.ichi2.anki;MS;1;0;0;0;0;3;0;0
02.03.2016;com.ichi2.anki;MT;138;0;0;0;126;349;0;0
02.03.2016;com.ichi2.anki;MU;92;0;0;0;76;261;0;0
02.03.2016;com.ichi2.anki;MV;44;0;0;0;41;120;0;0
02.03.2016;com.ichi2.anki;MW;26;0;0;0;19;41;0;0
