# -------------------------------------------------------;;;;;;;;;
# App: com.ichi2.anki, date: 20141212-20150112;;;;;;;;;
# -------------------------------------------------------;;;;;;;;;
;;;;;;;;;
date;country;current_device_installs;daily_device_installs;daily_device_uninstalls;daily_device_upgrades;current_user_installs;total_user_installs;daily_user_installs;daily_user_uninstalls
20150112;BG;702;4;2;0;642;1361;3;3
20150112;BF;6;1;0;0;5;45;1;0
20150112;BE;3428;21;11;2;2962;6216;14;10
20150112;BD;178;1;1;0;170;572;1;0
20150112;BB;20;0;0;0;19;50;0;0
20150112;BA;195;1;3;0;187;640;0;3
20150112;AZ;200;3;0;0;190;572;3;0
20150112;AW;8;0;0;0;6;25;0;0
20150112;AU;14019;43;20;10;11643;21324;35;17
20150112;AT;8742;45;17;12;7335;13619;36;13
20150112;AS;2;0;0;0;1;1;0;0
20150112;AR;934;5;6;0;828;2726;5;6
20150112;AO;28;0;0;0;27;74;0;0
20150112;AN;32;0;0;0;25;41;0;0
20150112;AM;65;1;1;0;58;167;1;1
20150112;AL;58;0;0;0;54;158;0;0
20150112;AI;4;0;0;0;3;9;0;0
20150112;AG;14;0;0;0;13;26;0;0
20150112;AF;77;1;0;0;72;159;1;0
20150112;AE;756;4;2;0;658;1597;3;2
20150112;AD;7;0;0;0;5;20;0;0
20150111;unknown;0;0;0;0;0;220541;0;2
20150111;ZZ;240;0;0;0;202;513;0;0
20150111;ZW;55;0;0;0;50;145;0;0
20150111;ZM;29;0;0;0;24;62;0;0
20150111;ZA;1348;14;2;3;1189;2565;11;2
20150111;YT;4;0;0;0;4;6;0;0
20150111;YE;54;1;0;0;49;133;1;0
20150111;WS;6;1;0;0;6;7;1;0
20150111;VU;5;0;0;0;5;7;0;0
20150111;VN;3830;18;22;1;3598;10189;14;23
20150111;VI;4;0;0;0;4;8;0;0
20150111;VG;2;0;0;0;2;3;0;0
20150111;VE;361;4;2;1;313;935;2;2
20150111;VC;22;0;0;0;16;29;0;0
20150111;UZ;207;2;1;0;198;579;2;1
20150111;UY;112;1;0;0;102;245;1;0
20150111;US;137167;550;306;57;114112;237653;463;286
20150111;UG;41;0;0;0;36;95;0;0
20150111;UA;6586;58;31;7;6082;14349;54;30
20150111;TZ;89;1;0;0;78;180;1;0
20150111;TW;8837;45;31;3;7747;27604;43;34
20150111;TT;114;0;0;0;98;285;0;0
20150111;TR;2721;14;7;1;2536;8061;13;6
20150111;TN;98;0;0;0;90;370;0;0
20150111;TM;24;0;0;0;23;62;0;0
20150111;TL;14;0;0;0;12;17;0;0
20150111;TJ;47;0;0;1;44;131;0;0
20150111;TH;2926;15;4;2;2617;6310;13;4
20150111;TG;7;0;0;0;5;24;0;0
20150111;TD;5;0;0;0;4;8;0;0
20150111;TC;2;0;0;0;1;3;0;0
20150111;SZ;4;0;0;0;4;7;0;0
20150111;SY;6;0;0;0;5;27;0;0
20150111;SX;13;0;0;0;11;19;0;0
20150111;SV;61;1;2;0;54;182;0;2
20150111;ST;2;0;0;0;2;2;0;0
20150111;SS;6;0;0;0;6;8;0;0
20150111;SR;12;0;0;0;7;29;0;0
20150111;SO;3;0;0;0;2;16;0;0
20150111;SN;36;0;1;0;30;137;0;0
20150111;SM;0;0;0;0;0;2;0;0
20150111;SL;4;0;0;0;3;7;0;0
20150111;SK;1059;4;4;2;935;1941;4;4
20150111;SJ;2;0;0;0;1;1;0;0
20150111;SI;591;2;0;1;532;1139;2;0
20150111;SG;2905;15;5;2;2514;5386;11;5
20150111;SE;5813;22;13;2;4886;8650;17;13
20150111;SD;18;0;0;0;18;41;0;0
20150111;SC;7;0;0;0;7;11;0;0
20150111;SB;1;0;0;0;1;1;0;0
20150111;SA;948;4;3;1;875;2633;4;3
20150111;RW;20;1;0;0;18;38;0;0
20150111;RU;23176;130;95;18;20658;46902;107;89
20150111;RS;788;7;2;0;722;1801;5;2
20150111;RO;1154;6;6;4;1026;2545;6;6
20150111;RE;88;1;1;0;77;167;1;1
20150111;QA;204;1;0;0;182;420;1;0
20150111;PY;71;2;0;0;67;212;2;0
20150111;PW;1;0;0;0;1;3;0;0
20150111;PT;922;4;3;2;802;2012;3;3
20150111;PS;11;0;0;0;11;37;0;0
20150111;PR;152;2;0;0;107;284;0;0
20150111;PM;1;0;0;0;1;3;0;0
20150111;PL;19053;79;53;11;16834;35349;72;49
20150111;PK;598;7;2;0;562;1893;6;2
20150111;PH;2350;9;8;1;2134;6346;7;7
20150111;PG;19;0;0;0;16;28;0;0
20150111;PF;24;0;0;0;19;44;0;0
20150111;PE;533;4;1;0;466;1196;4;1
20150111;PA;134;0;2;1;116;320;0;2
20150111;OM;141;2;0;0;133;406;1;0
20150111;NZ;2292;8;7;0;1991;4213;7;7
20150111;NP;175;2;0;0;163;495;1;0
20150111;NO;2873;4;4;0;2422;4173;3;3
20150111;NL;5314;20;18;3;4583;9459;18;17
20150111;NI;58;1;1;0;50;138;0;1
20150111;NG;210;0;1;0;191;487;0;1
20150111;NE;2;0;0;0;2;19;0;0
20150111;NC;32;0;0;0;25;36;0;0
20150111;NA;25;0;0;0;21;48;0;0
20150111;MZ;41;0;0;0;40;65;0;0
20150111;MY;1794;7;6;4;1615;4469;5;6
20150111;MX;2284;21;8;1;2022;6200;22;8
20150111;MW;13;1;0;0;12;24;1;0
20150111;MV;18;0;0;0;18;60;0;0
20150111;MU;66;0;1;0;54;157;0;0
20150111;MT;81;0;0;0;76;191;0;0
20150111;MS;1;0;0;0;0;2;0;0
20150111;MR;2;1;0;0;2;20;1;0
20150111;MQ;24;0;0;0;19;39;0;0
20150111;MP;8;0;0;0;7;13;0;0
20150111;MO;103;0;0;0;94;284;0;0
20150111;MN;87;0;0;0;79;269;0;0
20150111;MM;121;1;2;0;102;217;1;2
20150111;ML;11;0;0;0;9;63;0;0
20150111;MK;102;1;2;0;91;249;1;2
20150111;MH;2;0;0;0;2;3;0;0
20150111;MG;20;0;0;0;19;74;0;0
20150111;ME;53;0;0;0;46;112;0;0
20150111;MD;209;2;1;0;199;510;2;1
20150111;MC;1;0;0;0;1;4;0;0
20150111;MA;398;8;4;0;356;1659;8;4
20150111;LY;52;0;0;0;50;139;0;0
20150111;LV;529;0;4;0;454;957;0;4
20150111;LU;240;1;0;0;188;345;1;0
20150111;LT;697;4;4;1;631;1457;4;4
20150111;LS;5;0;0;0;4;6;0;0
20150111;LR;8;0;0;0;7;12;0;0
20150111;LK;161;2;0;0;145;382;2;0
20150111;LI;22;0;0;0;19;37;0;0
20150111;LC;13;0;0;0;10;19;0;0
20150111;LB;128;1;0;0;120;332;1;0
20150111;LA;61;1;0;0;52;98;1;0
20150111;KZ;1271;16;6;4;1204;3221;15;6
20150111;KY;11;0;0;0;11;23;0;0
20150111;KW;182;1;0;0;157;424;1;0
20150111;KR;11197;64;48;8;10009;24746;57;44
20150111;KN;17;0;0;0;14;22;0;0
20150111;KM;1;0;0;0;1;1;0;0
20150111;KH;235;1;1;1;195;454;1;1
20150111;KG;218;0;1;0;203;554;0;1
20150111;KE;159;0;1;0;141;360;0;0
20150111;JP;40947;110;74;26;35575;107428;84;69
20150111;JO;263;1;1;1;243;592;1;1
20150111;JM;175;5;0;0;161;434;5;0
20150111;JE;11;0;0;0;9;20;0;0
20150111;IT;8224;44;31;4;7331;18029;39;30
20150111;IS;230;1;2;0;193;364;1;2
20150111;IR;3138;16;5;6;2882;4679;14;5
20150111;IQ;119;0;0;0;107;437;0;0
20150111;IN;4304;48;35;7;3977;14199;45;35
20150111;IM;7;0;0;0;6;15;0;0
20150111;IL;2575;7;8;1;2299;4884;7;8
20150111;IE;2208;13;7;0;1928;4024;12;6
20150111;ID;1772;7;7;1;1616;4176;5;7
20150111;HU;7553;40;13;10;6754;16392;35;15
20150111;HT;14;0;0;0;13;46;0;0
20150111;HR;566;2;2;0;498;1169;2;2
20150111;HN;48;0;1;0;41;151;0;1
20150111;HK;3024;13;10;1;2641;6506;12;11
20150111;GY;17;0;0;0;17;40;0;0
20150111;GW;0;0;0;0;0;2;0;0
20150111;GU;29;0;0;0;24;46;0;0
20150111;GT;169;0;3;0;143;341;0;3
20150111;GR;595;2;2;0;520;1302;2;3
20150111;GQ;2;0;0;0;2;5;0;0
20150111;GP;58;0;0;0;55;143;0;0
20150111;GN;7;0;0;0;7;35;0;0
20150111;GM;8;0;0;0;5;19;0;0
20150111;GL;8;1;0;0;7;9;1;0
20150111;GI;10;0;0;0;8;13;0;0
20150111;GH;95;1;0;0;88;254;1;0
20150111;GG;2;0;0;0;1;8;0;0
20150111;GF;8;0;0;0;6;13;0;0
20150111;GE;117;1;3;0;109;283;1;3
20150111;GD;51;0;0;0;39;63;0;0
20150111;GB;27104;145;76;18;23077;46083;124;69
20150111;GA;10;0;0;0;9;26;0;0
20150111;FR;15367;61;35;13;13341;24712;52;27
20150111;FO;6;0;0;0;6;12;0;0
20150111;FM;2;0;0;0;1;1;0;0
20150111;FK;2;0;0;0;2;2;0;0
20150111;FJ;23;0;0;0;18;45;0;0
20150111;FI;2896;11;5;4;2461;4136;9;5
20150111;ET;72;0;0;0;64;120;0;0
20150111;ES;10673;59;36;12;9258;21145;48;35
20150111;EG;773;4;3;0;721;1875;5;3
20150111;EE;746;7;3;1;675;1415;7;3
20150111;EC;202;0;1;0;178;536;1;1
20150111;DZ;171;0;1;0;158;871;0;1
20150111;DO;174;1;0;0;146;421;0;0
20150111;DM;21;0;0;0;14;29;0;0
20150111;DK;1532;4;4;1;1317;2513;2;3
20150111;DJ;8;0;0;0;7;18;0;0
20150111;DE;63179;268;137;57;53939;115570;219;124
20150111;CZ;6546;46;20;7;5697;11147;38;17
20150111;CY;120;0;1;0;107;267;0;1
20150111;CW;6;0;0;0;5;10;0;0
20150111;CV;5;0;0;0;4;10;0;0
20150111;CU;10;0;0;0;9;12;0;0
20150111;CR;286;1;0;0;240;631;1;0
20150111;CO;1096;4;7;0;973;2861;4;7
20150111;CN;5557;6;6;5;4638;11680;7;7
20150111;CM;24;1;0;0;20;61;1;0
20150111;CL;786;3;7;0;691;1922;3;7
20150111;CK;1;0;0;0;0;2;0;0
20150111;CI;18;0;0;0;17;118;0;0
20150111;CH;9501;45;20;9;7810;15492;38;17
20150111;CG;9;0;0;0;9;25;0;0
20150111;CF;1;0;0;0;1;1;0;0
20150111;CD;28;0;0;0;22;68;0;0
20150111;CA;15447;79;36;9;13418;26192;66;31
20150111;BZ;16;0;0;0;15;31;0;0
20150111;BY;1472;16;7;1;1354;3218;14;7
20150111;BW;18;0;0;0;14;30;0;0
20150111;BT;5;0;0;0;5;13;0;0
20150111;BS;37;0;0;0;31;78;0;0
20150111;BR;13378;78;48;8;11966;31407;72;45
20150111;BO;126;0;1;0;112;337;0;1
20150111;BN;45;0;1;0;45;144;0;1
20150111;BM;16;0;0;0;14;25;0;0
20150111;BJ;19;0;0;0;18;52;0;0
20150111;BI;8;0;0;0;8;13;0;0
20150111;BH;90;0;0;0;80;226;0;0
20150111;BG;703;6;3;0;644;1364;6;3
20150111;BF;6;0;0;0;5;45;0;0
20150111;BE;3417;23;9;5;2961;6204;19;8
20150111;BD;179;2;1;0;170;574;2;1
20150111;BB;21;0;0;0;19;49;0;0
20150111;BA;198;2;1;0;189;640;2;1
20150111;AZ;196;4;6;0;186;569;4;6
20150111;AX;1;0;0;0;1;1;0;0
20150111;AW;7;0;0;0;6;26;0;0
20150111;AU;14000;34;12;6;11625;21290;26;12
20150111;AT;8682;34;19;6;7282;13552;24;16
20150111;AS;2;0;0;0;1;1;0;0
20150111;AR;936;3;2;2;829;2718;3;2
20150111;AO;28;1;0;0;27;74;1;0
20150111;AN;34;0;0;0;27;44;0;0
20150111;AM;63;0;0;0;57;164;0;0
20150111;AL;57;1;1;2;53;158;1;1
20150111;AI;3;0;0;0;2;8;0;0
20150111;AG;14;0;0;0;13;27;0;0
20150111;AF;76;2;0;0;71;158;2;0
20150111;AE;760;5;2;2;663;1597;4;2
20150111;AD;8;0;0;0;6;20;0;0
20150110;unknown;0;0;0;0;0;220431;0;3
20150110;ZZ;238;0;0;0;200;512;0;1
20150110;ZW;56;0;0;0;51;146;0;0
20150110;ZM;29;0;0;0;24;63;0;0
20150110;ZA;1340;8;2;2;1182;2554;7;2
20150110;YT;4;0;0;0;4;7;0;0
20150110;YE;53;1;2;0;48;132;1;2
20150110;WS;5;0;0;0;5;6;0;0
20150110;VU;5;0;0;0;5;6;0;0
20150110;VN;3832;13;18;3;3602;10178;11;19
20150110;VI;3;0;0;0;3;7;0;0
20150110;VG;2;0;0;0;2;3;0;0
20150110;VE;361;6;0;0;313;934;5;0
20150110;VC;20;1;0;0;14;27;1;0
20150110;UZ;205;2;1;0;198;579;1;1
20150110;UY;111;1;0;0;101;244;1;0
20150110;US;136934;475;273;62;113892;237208;366;256
20150110;UG;42;0;1;0;37;96;0;1
20150110;UA;6574;59;40;9;6068;14320;54;40
20150110;TZ;87;0;1;0;76;178;0;1
20150110;TW;8836;36;20;3;7744;27574;29;23
20150110;TT;116;1;0;0;100;286;1;0
20150110;TR;2717;17;7;6;2531;8065;16;8
20150110;TN;97;1;1;0;89;368;1;1
20150110;TM;24;0;0;0;23;62;0;0
20150110;TL;14;0;0;0;12;17;0;0
20150110;TJ;48;0;1;0;45;133;0;1
20150110;TH;2908;14;17;1;2602;6296;13;15
20150110;TG;7;0;0;0;5;24;0;0
20150110;TD;5;0;0;0;4;8;0;0
20150110;TC;2;0;0;0;1;3;0;0
20150110;SZ;4;0;0;0;4;7;0;0
20150110;SY;6;0;0;0;6;28;0;0
20150110;SX;13;1;0;1;11;19;1;0
20150110;SV;61;0;1;0;54;181;0;1
20150110;ST;2;0;0;0;2;2;0;0
20150110;SS;6;0;0;0;6;8;0;0
20150110;SR;12;0;0;0;7;29;0;0
20150110;SO;3;0;0;0;2;15;0;0
20150110;SN;35;0;0;0;30;137;0;0
20150110;SM;0;0;0;0;0;2;0;0
20150110;SL;5;0;0;0;4;8;0;0
20150110;SK;1065;3;1;1;939;1936;3;1
20150110;SJ;2;0;0;0;1;1;0;0
20150110;SI;593;3;0;0;535;1143;2;0
20150110;SG;2883;19;2;2;2493;5362;13;2
20150110;SE;5804;16;12;1;4879;8636;14;9
20150110;SD;18;0;0;0;18;41;0;0
20150110;SC;7;0;0;0;7;11;0;0
20150110;SB;1;0;0;0;1;1;0;0
20150110;SA;943;5;3;0;869;2624;4;3
20150110;RW;19;0;0;0;17;38;0;0
20150110;RU;23101;105;72;16;20604;46761;87;68
20150110;RS;782;4;3;2;717;1797;4;2
20150110;RO;1157;9;5;0;1028;2547;7;4
20150110;RE;88;0;1;0;77;165;0;1
20150110;QA;203;5;1;0;182;422;4;1
20150110;PY;69;0;0;0;65;210;0;0
20150110;PW;1;0;0;0;1;4;0;0
20150110;PT;924;11;7;1;805;2009;9;6
20150110;PS;11;0;0;0;11;36;0;0
20150110;PR;147;0;0;0;103;281;0;0
20150110;PM;1;0;0;0;1;3;0;0
20150110;PL;19025;74;50;15;16813;35296;67;43
20150110;PK;593;3;3;0;556;1887;2;3
20150110;PH;2356;17;8;2;2140;6347;12;8
20150110;PG;19;0;0;0;16;28;0;0
20150110;PF;23;0;0;0;18;43;0;0
20150110;PE;530;3;1;1;462;1193;3;1
20150110;PA;137;1;1;0;120;323;1;1
20150110;OM;138;2;2;0;130;405;2;2
20150110;NZ;2292;12;3;0;1991;4202;10;3
20150110;NP;174;1;0;0;164;497;0;0
20150110;NO;2870;11;3;2;2419;4158;6;2
20150110;NL;5319;24;12;6;4586;9431;20;9
20150110;NI;58;0;0;0;50;139;0;0
20150110;NG;209;1;2;0;190;485;1;2
20150110;NE;2;0;0;0;2;19;0;0
20150110;NC;32;0;0;0;25;36;0;0
20150110;NA;27;0;0;0;22;49;0;0
20150110;MZ;40;0;0;0;39;64;0;0
20150110;MY;1798;14;5;3;1618;4472;14;5
20150110;MX;2282;9;9;2;2020;6186;7;9
20150110;MW;13;0;0;0;12;24;0;0
20150110;MV;18;0;0;0;18;59;0;0
20150110;MU;68;4;3;0;55;158;4;3
20150110;MT;83;1;0;0;77;192;1;0
20150110;MS;1;0;0;0;0;2;0;0
20150110;MR;1;0;0;0;1;19;0;0
20150110;MQ;24;0;0;0;19;39;0;0
20150110;MP;7;1;0;0;6;12;1;0
20150110;MO;103;1;0;0;94;285;1;0
20150110;MN;86;1;1;0;78;267;1;1
20150110;MM;122;2;0;0;103;215;1;0
20150110;ML;11;0;0;0;9;63;0;0
20150110;MK;104;0;2;0;93;250;0;2
20150110;MH;2;0;0;0;2;3;0;0
20150110;MG;20;0;0;0;19;74;0;0
20150110;ME;55;1;0;0;48;113;0;0
20150110;MD;206;3;0;0;196;507;2;0
20150110;MC;0;0;0;0;0;3;0;0
20150110;MA;393;2;4;1;350;1652;2;4
20150110;LY;52;0;1;0;50;139;0;1
20150110;LV;535;4;2;0;460;959;3;2
20150110;LU;237;0;0;0;185;342;0;0
20150110;LT;701;5;3;1;634;1458;3;2
20150110;LS;5;0;0;0;4;6;0;0
20150110;LR;7;0;0;0;6;11;0;0
20150110;LK;158;1;0;0;142;379;1;0
20150110;LI;20;0;0;0;17;36;0;0
20150110;LC;13;0;0;0;10;19;0;0
20150110;LB;126;3;0;0;118;330;2;0
20150110;LA;62;2;0;0;53;98;1;0
20150110;KZ;1265;11;8;2;1197;3217;10;8
20150110;KY;10;0;0;0;10;22;0;0
20150110;KW;180;0;1;0;156;423;0;1
20150110;KR;11177;50;36;4;9989;24695;40;33
20150110;KN;17;0;0;0;14;22;0;0
20150110;KM;1;0;0;0;1;1;0;0
20150110;KH;239;1;0;0;199;453;1;0
20150110;KG;217;2;2;0;203;553;1;2
20150110;KE;160;0;1;1;141;363;0;1
20150110;JP;40913;136;78;29;35546;107354;108;72
